emp_id,project_id,hours
9990,P72,33
1118,P4,158
4439,P38,66
348,P5,45
7628,P63,67
2367,P2,106
5604,P51,154
4837,P19,124
6868,P25,151
240,P68,54
6370,P26,52
6549,P57,116
3809,P13,32
5170,P32,30
1107,P59,96
3847,P65,131
1385,P36,37
4461,P24,120
4882,P18,66
604,P49,75
6350,P15,82
3357,P65,61
8395,P9,115
8247,P39,44
8951,P41,89
938,P46,146
4760,P61,76
4133,P72,159
4898,P63,96
2289,P66,160
8036,P21,88
5568,P59,154
9208,P70,55
3167,P37,97
5750,P38,16
4681,P20,41
450,P2,38
5019,P52,40
1895,P61,124
8731,P42,81
6191,P27,154
614,P45,122
9053,P49,108
2199,P56,55
3622,P31,155
5645,P31,12
633,P17,98
5855,P26,95
3104,P48,112
3478,P59,134
3675,P14,54
5979,P21,89
6034,P68,135
624,P16,66
1657,P15,26
7390,P45,41
8137,P31,62
6078,P72,60
6839,P19,85
9327,P23,41
5620,P12,96
7125,P75,89
5204,P29,151
8218,P71,131
1246,P59,27
3885,P42,65
5811,P66,159
1474,P8,99
4665,P69,54
5520,P56,50
8029,P28,118
4698,P26,61
2143,P56,31
2627,P1,46
9102,P54,146
7893,P72,85
2610,P61,133
5516,P14,90
3742,P51,122
2341,P7,122
5896,P5,108
6253,P14,42
9055,P41,111
8587,P43,154
4611,P38,30
6988,P37,156
3977,P27,35
1473,P12,91
6351,P70,91
5215,P4,53
6438,P17,35
8586,P6,110
261,P32,114
4194,P22,69
6152,P16,150
5431,P22,47
9844,P12,119
5902,P52,33
3365,P8,122
4040,P66,122
1387,P38,140
4838,P42,79
5145,P26,17
166,P60,84
5621,P58,135
7783,P38,41
4909,P54,98
1743,P65,63
1691,P52,72
3388,P23,103
3733,P32,120
3326,P6,95
7584,P46,128
8385,P49,113
1014,P59,24
3162,P44,15
7580,P49,119
7092,P6,108
9531,P46,14
8548,P47,47
7089,P11,22
6996,P66,114
6203,P45,63
2328,P50,75
8234,P35,37
4355,P9,56
4557,P2,76
3303,P73,121
8627,P37,141
3547,P41,159
6454,P7,11
188,P9,151
2646,P1,141
8100,P14,109
3651,P68,151
2095,P28,158
2478,P62,30
9380,P13,139
9807,P74,66
9260,P14,146
7930,P17,34
6872,P43,10
1695,P68,28
7725,P47,126
6998,P2,36
8480,P5,143
7163,P57,91
2151,P17,115
2250,P40,32
5569,P17,142
3784,P22,140
1859,P52,121
5622,P11,134
8116,P26,29
3479,P11,127
4846,P73,72
1996,P31,93
2355,P63,119
3088,P45,97
4148,P63,118
6161,P9,33
8598,P17,92
7265,P55,96
1907,P50,64
9868,P15,126
2878,P61,34
5503,P33,146
3284,P53,54
8866,P12,59
4808,P16,69
5569,P4,58
3405,P37,112
303,P61,89
9812,P54,139
7325,P42,124
5041,P38,119
5266,P39,74
8929,P19,39
8543,P63,65
9238,P23,37
2183,P43,93
8458,P70,135
7819,P36,20
5857,P8,65
1167,P44,26
3508,P40,107
6219,P7,149
6913,P42,117
9319,P55,66
9038,P63,78
4904,P62,135
1382,P30,88
1522,P22,96
4006,P67,73
4420,P12,16
7046,P48,127
2318,P58,117
6366,P47,117
2673,P6,117
8273,P7,70
10044,P30,64
6259,P57,134
7541,P33,89
1656,P5,153
4228,P26,159
7787,P16,38
8616,P24,24
301,P28,80
677,P32,95
8475,P24,132
1958,P63,60
2316,P7,64
1407,P2,121
6611,P51,82
7237,P47,34
8318,P35,131
8436,P66,137
7752,P68,150
8489,P39,99
8302,P63,101
7723,P75,132
1498,P13,84
9911,P12,127
9957,P38,116
1199,P7,106
9749,P23,67
9457,P46,34
440,P69,62
2278,P64,142
6617,P51,143
7074,P70,156
8705,P39,47
391,P3,68
3169,P50,94
1091,P30,22
5292,P18,76
1637,P13,79
2860,P6,123
6769,P48,34
3753,P28,96
3013,P73,82
9934,P48,131
7264,P7,73
9435,P54,28
597,P70,79
9394,P22,132
981,P39,91
3476,P67,118
8993,P57,111
1245,P19,155
7451,P53,135
6273,P20,39
3314,P43,86
5358,P52,27
4700,P30,40
5744,P26,141
3233,P39,152
9544,P47,72
1188,P23,22
623,P67,94
9554,P6,89
883,P4,54
4683,P14,125
625,P28,113
4222,P24,72
8144,P32,65
1372,P27,86
2543,P40,26
4890,P57,41
8499,P74,133
6548,P21,29
7970,P61,85
2412,P23,35
675,P14,136
2325,P64,78
8980,P18,30
5682,P12,132
5623,P3,135
9397,P54,70
1414,P29,46
4587,P8,80
9714,P50,30
6978,P41,33
10100,P51,110
2914,P62,33
4628,P45,133
945,P55,91
8805,P56,139
7242,P21,64
7337,P66,105
7450,P60,34
7688,P16,55
1179,P74,156
3295,P12,136
6321,P62,10
8120,P2,10
2181,P22,122
9561,P55,51
4633,P40,96
3099,P57,139
4855,P26,10
275,P29,149
8243,P65,20
6983,P37,118
5679,P73,88
9879,P12,148
6893,P70,87
9948,P66,134
4553,P25,55
227,P27,158
2414,P22,106
9159,P52,138
7814,P4,62
7808,P47,105
8147,P69,104
4802,P42,133
6433,P42,64
170,P75,46
4371,P54,83
3461,P3,139
1929,P29,43
2560,P23,98
7645,P48,14
4339,P10,45
2781,P54,110
5113,P31,105
150,P74,81
5265,P48,123
3908,P13,83
9441,P20,118
7013,P23,47
4250,P63,122
7121,P1,61
9201,P20,138
1074,P62,27
1098,P7,46
4280,P41,144
8754,P55,79
1955,P59,160
4021,P50,132
9981,P32,67
3428,P32,139
3307,P26,144
7410,P55,151
8495,P27,151
6630,P67,158
8773,P20,98
8501,P16,124
3548,P72,121
8924,P14,106
5812,P24,46
4188,P43,19
8148,P31,132
9004,P63,69
5997,P18,39
9599,P67,16
6276,P67,75
9879,P52,17
3328,P27,84
2992,P45,24
8967,P51,128
2623,P20,114
7210,P24,146
1545,P8,125
6722,P57,126
7380,P69,115
7361,P30,133
1333,P69,27
10075,P6,101
9541,P57,77
7149,P65,156
9415,P30,65
641,P47,65
8062,P36,20
7055,P21,75
2399,P50,40
1007,P31,71
2581,P36,152
7838,P64,58
6483,P45,37
8754,P69,80
10024,P15,147
6799,P51,30
3565,P19,158
5034,P3,112
4003,P47,130
3090,P34,129
6703,P27,150
5806,P61,47
6601,P67,92
666,P2,129
2392,P71,86
3813,P66,100
8697,P2,16
9586,P66,119
7206,P73,51
4487,P41,14
5454,P9,78
571,P40,138
7755,P29,98
10051,P63,105
4577,P29,83
5369,P31,107
4912,P73,110
1744,P8,134
8284,P74,123
7580,P19,48
2733,P19,119
5138,P49,31
5405,P31,70
660,P2,47
8240,P2,44
7641,P47,25
7903,P54,130
7259,P73,72
8907,P5,91
1874,P33,101
4038,P71,106
9838,P2,39
7225,P67,28
2639,P5,137
5704,P1,23
515,P52,30
5802,P47,145
5776,P73,66
9692,P21,46
4334,P33,91
5932,P56,96
3094,P28,56
2184,P13,87
8884,P40,81
1475,P25,156
9515,P48,31
7428,P52,154
9926,P26,63
949,P31,151
1397,P41,121
9665,P42,160
782,P62,13
5822,P56,104
1168,P2,120
3519,P53,38
1144,P18,142
8042,P38,20
8333,P15,26
7529,P25,16
6257,P74,68
8790,P19,27
4613,P41,43
9033,P57,142
9652,P75,154
6597,P18,139
9542,P31,11
3166,P71,83
1025,P47,46
1325,P65,101
876,P42,108
956,P72,58
1851,P74,34
2554,P53,23
4404,P70,100
8756,P73,117
5441,P34,151
1214,P71,79
4563,P2,71
9007,P55,100
5144,P59,27
3160,P64,23
6208,P33,140
7594,P40,145
7833,P5,96
6640,P49,49
3788,P4,22
6188,P51,11
9676,P40,79
6512,P14,102
273,P13,45
3724,P43,23
6933,P51,105
6263,P56,24
6000,P4,99
442,P66,102
6205,P59,119
5504,P63,147
9513,P28,131
9487,P32,159
1677,P40,134
4468,P29,128
2590,P73,20
3225,P42,49
1455,P73,109
400,P16,16
2363,P59,118
4557,P64,28
5155,P24,74
3834,P22,30
1751,P10,158
906,P17,121
6925,P18,70
8046,P58,59
9148,P14,66
4185,P1,147
4088,P13,77
6162,P21,73
8141,P69,13
3497,P40,108
3654,P26,56
8538,P57,77
2614,P47,116
5342,P52,151
6534,P53,146
659,P43,151
768,P5,22
6004,P72,157
5830,P28,149
1998,P42,130
6203,P7,33
5245,P35,66
9005,P43,126
8955,P14,153
909,P62,126
4585,P14,82
8792,P67,39
5795,P15,85
4542,P55,114
1619,P44,74
1911,P59,33
683,P1,114
6055,P54,46
6581,P51,119
8888,P71,102
4860,P41,95
3950,P52,66
8254,P64,118
7204,P47,100
9923,P6,53
3846,P36,82
2276,P30,153
1776,P55,56
3124,P49,119
4514,P66,89
1865,P68,110
1685,P40,108
2725,P71,142
3929,P52,65
5592,P69,25
6229,P27,61
1521,P47,31
3372,P10,60
5761,P56,39
1891,P57,11
2785,P63,139
4844,P61,58
4968,P40,126
9565,P25,124
2899,P23,68
1907,P62,107
1348,P53,152
2730,P22,98
8657,P70,97
8664,P35,60
2069,P28,90
8220,P39,13
8747,P58,88
7424,P36,17
7500,P25,132
2582,P74,117
1810,P63,98
6774,P44,122
8048,P74,24
6406,P16,139
4080,P38,77
2547,P43,41
1515,P65,19
9887,P41,76
5569,P41,29
9686,P17,84
1812,P48,43
8520,P56,70
5200,P71,74
200,P9,119
1528,P58,22
6337,P33,40
5086,P40,93
3580,P32,136
5827,P23,15
1679,P47,107
1667,P36,121
1889,P49,86
1355,P45,131
3834,P25,131
7071,P67,79
219,P12,61
4477,P10,135
8404,P9,13
195,P63,38
9502,P48,133
1774,P39,98
1766,P40,159
5973,P13,81
9643,P46,93
8820,P25,148
8069,P28,108
9096,P5,129
2965,P51,119
1377,P67,22
8868,P33,71
8628,P67,27
6369,P70,89
8775,P18,129
2884,P26,15
9841,P5,126
387,P40,108
4614,P33,97
153,P31,15
213,P49,10
4388,P46,41
10098,P7,140
1471,P66,132
3881,P28,23
568,P23,136
6287,P31,45
7588,P24,52
3488,P64,66
7092,P42,25
4389,P27,47
6422,P6,94
9687,P7,76
7708,P30,101
3555,P42,46
2792,P54,103
4363,P27,23
5736,P27,154
7772,P25,88
6149,P13,59
5781,P56,85
2477,P54,25
6324,P8,16
10096,P72,127
2662,P60,75
282,P41,32
4334,P32,39
6437,P38,33
1229,P12,61
7215,P47,117
5187,P7,50
6010,P37,54
7113,P6,20
6863,P17,148
9524,P24,52
3203,P67,76
3437,P47,128
10082,P25,147
9880,P41,156
5026,P48,153
9361,P22,49
5442,P9,133
4667,P63,92
2983,P35,123
7611,P46,111
6101,P41,36
2761,P66,141
5558,P56,61
8883,P25,119
8136,P53,118
5787,P59,24
3544,P11,10
1383,P22,42
1270,P32,67
8552,P64,101
3545,P34,55
1308,P39,83
8478,P28,95
4828,P43,126
4828,P73,139
8725,P30,118
8626,P26,153
2184,P47,48
6190,P37,65
689,P25,97
4178,P44,54
1150,P46,26
8132,P26,83
6323,P54,15
7187,P69,156
9359,P20,75
7805,P14,101
7896,P42,116
1827,P3,149
861,P10,19
3596,P3,51
3042,P14,45
3535,P75,96
6054,P14,55
1682,P54,141
3778,P18,58
2612,P72,100
4350,P13,77
2174,P22,114
3880,P18,115
2191,P15,85
4427,P41,61
7880,P14,96
696,P35,92
2143,P51,135
9006,P57,136
9119,P65,18
1386,P16,100
10021,P13,63
3027,P55,147
4991,P24,60
2966,P51,58
5633,P46,78
6892,P6,63
3250,P50,154
3185,P12,18
5691,P57,31
9400,P59,73
2984,P26,150
1742,P46,85
5683,P44,45
7540,P72,130
7261,P21,107
209,P24,65
5503,P55,82
459,P75,69
339,P69,120
8437,P11,105
304,P62,153
7254,P64,155
6523,P73,156
10041,P73,65
